x,y,velocity,yaw,curvature
8.0,5.550000000000001,6.0,1.5321883164770016,0.05612589173986179
8.004208116248968,6.632930289223491,5.4,1.6067340974518618,0.08466374131899856
7.933610821665291,7.5205737189646555,4.8,1.7003808139298024,0.13086848420421124
7.80090946895713,8.231752004094075,4.199999999999999,1.8190849385087013,0.20558929305225168
7.618805410832647,8.78528685948233,3.5999999999999996,1.9694084194761725,0.32199490272810183
7.400000000000002,9.200000000000003,3.0,2.155914850080097,0.4851229848258853
7.157194589167356,9.494713140517675,2.9,2.375690365870995,0.6681818686828365
6.903090531042874,9.688247995905932,2.8,2.6130321090660353,0.804167685313131
6.650389178334712,9.799426281035348,2.7,2.842953082909858,0.8417866867044052
6.411791883751033,9.847069710776513,2.6,3.0444563446542925,0.8033314745142353
6.199999999999999,9.850000000000001,2.5,3.209230810107457,0.7526505297309186
6.022213527081609,9.819017148705818,2.8000000000000003,3.45657863736542,1.9449473922003475
5.863627054163221,9.732834297411635,3.1000000000000005,3.8122018425102633,1.6576842215165046
5.703933817704026,9.562142871764543,3.4000000000000004,4.068947900853309,0.6600734717613649
5.522827054163221,9.277634297411634,3.7,4.197752886434776,0.2097029379253116
5.300000000000001,8.850000000000001,4.0,4.255091419402326,0.06364793342924134
5.018351302506202,8.264018264659061,4.4,4.265865376491487,-0.011979434559149576
4.673601252304244,7.560814814447539,4.800000000000001,4.243424732429205,-0.04207337323974579
4.264675550849183,6.795602231906488,5.2,4.1962456171511455,-0.06676087581001611
3.7904998995960817,6.023593099576957,5.6000000000000005,4.1221127103689135,-0.09882307619989358
3.25,5.300000000000001,6.0,4.012012987350994,-0.14916417512357258
2.6491812628935802,4.669309792657942,5.3999999999999995,3.894745009371216,-0.11977835655913886
2.0223679366198044,4.1331064447982095,4.799999999999999,3.80770283577037,-0.09082459149857797
1.4109639788992387,3.682248200609507,4.199999999999998,3.750386860343611,-0.05805964127797997
0.8563733474524482,3.307593304280537,3.599999999999998,3.7269044078997955,-0.0043334678169708995
0.40000000000000036,3.0000000000000018,3.0,3.7551876507177555,0.14266238061778574
0.07212364591947516,2.7491425647091754,3.0,3.8477762551218744,0.345985255065089
-0.14147299878346567,2.5399594063596247,3.0,4.007275198446218,0.7916513100410668
-0.26613146644614377,2.3562049656554866,3.0,4.246889147825958,1.3517268572596395
-0.3271932894058813,2.181633683300899,3.0,4.500608587252185,1.2081525267166406
-0.34999999999999964,2.0000000000000018,3.0,4.648846099807357,0.393979684168835
-0.3540758465714802,1.7993199485053644,3.1,4.738996662753801,0.5043940743371356
-0.33567594148594193,1.5846559297632994,3.2,4.8614712151421,0.634519768220191
-0.2852381131146632,1.3653319367685528,3.3000000000000003,5.020885550595955,0.7802746040835032
-0.19320018982892245,1.1506719625158712,3.4000000000000004,5.218727637753799,0.9002660771215518
-0.049999999999998934,0.9500000000000011,3.5,5.446523790045771,0.9212338301104456
0.1525797403664491,0.7703776412693756,3.8000000000000003,5.655485614841133,0.6247222685453511
0.4173767647272378,0.6098168745871849,4.1000000000000005,5.808145731955663,0.38085034156290276
0.7458839189048028,0.46406728727030677,4.4,5.91367543033987,0.22301114880038791
1.1395940487215794,0.32887846663561937,4.700000000000001,5.9846878230949425,0.1286053744962827
1.6000000000000014,0.20000000000000107,5.0,6.031406413656186,0.0728842603704927
2.1241568851056942,0.07556948641713883,5.0,6.068250210617245,0.06642434805208962
2.691368882577001,-0.03672342811203365,5.0,6.107764379684912,0.07196884250173746
3.276502437495463,-0.1268010858497756,5.0,6.154804159396399,0.08917869315857548
3.854423994942622,-0.18458582905834514,5.0,6.215649867992353,0.1246031846409505
4.400000000000002,-0.1999999999999993,5.0,6.300707294436157,0.19682237802483402
4.892792719210798,-0.16625558693792747,4.799999999999999,6.404607167157354,0.223530613859126
5.331147704964772,-0.08972316213904538,4.6,6.509050618693898,0.24489681724478407
5.718106331113354,0.019937056128801818,4.399999999999999,6.61050510479131,0.25802676759965404
6.0567099715079555,0.15306484959776567,4.199999999999999,6.705231001871841,0.26059121098405613
6.350000000000001,0.3000000000000007,4.0,6.789450061487733,0.250060108609199
6.60147223805114,0.45385286133457703,4.200000000000001,6.881278542931756,0.376470272731807
6.816440297563923,0.6188160766682206,4.4,6.999244708491137,0.4876675572682245
7.000672238051139,0.801852861334578,4.600000000000001,7.1331411938149705,0.5269322053671276
7.15993611902557,1.00992643066729,4.800000000000001,7.265687618152797,0.46976565312921287
7.300000000000001,1.2500000000000018,5.0,7.3805088156722585,0.35258423848677795
7.425718328584661,1.527644141599631,5.200000000000001,7.472217034345042,0.2563442852107107
7.538291104779545,1.8428588554661722,5.4,7.54600933357788,0.1895526530297356
7.638004716682103,2.1942514985329034,5.600000000000001,7.606135363180108,0.14301531224644715
7.725145552389773,2.5804294277330877,5.800000000000001,7.655802287984632,0.11014884781601737
7.800000000000001,3.0000000000000018,6.0,7.697389234133874,0.08652943484098552
7.8628544476102284,3.4515705722669194,6.0,7.732659756039645,0.06923920367358193
7.913995283317898,3.9337485014671034,6.0,7.76293045500435,0.05635110904748655
7.953708895220455,4.445141144533835,6.0,7.789194901883394,0.04657900318179476
7.982281671415341,4.984355858400375,6.0,7.812212150889989,0.0390517692309754
8.0,5.550000000000001,6.0,7.8325694811958035,0.0331696848800734
