x,y,velocity
-2.469349585563215,-0.10694571748058634,13.285714285714286
-2.322077588425815,-0.09664745623221416,13.285714285714286
-2.1686067218107272,-0.08591572780361334,13.285714285714286
-2.015135329463064,-0.0751839626122095,13.285714285714286
-1.861663937115397,-0.06445219742080543,13.285714285714286
-1.7081925447677317,-0.05372043222940159,13.285714285714286
-1.5547211524200666,-0.04298866703799775,13.285714285714286
-1.4012497600724032,-0.03225690184659391,13.285714285714286
-1.247778367724738,-0.02152513665519007,13.285714285714286
-1.0943069753770729,-0.010793371463786228,13.285714285714286
-0.940835583029406,-6.16062723821642e-05,13.285714285714286
-0.7873641906817408,0.010670158919021677,13.285714285714286
-0.6338933240666549,0.021401887347622273,13.285714285714286
-0.4866203092946435,0.0317002167425382,13.285714285714286
-0.4746214633876349,0.032503725037155595,13.285714285714286
-0.3368236727382925,0.041271889070175316,13.285714285714286
-0.1931881696871116,0.049855823669322064,13.285714285714286
-0.04951236996866548,0.05787055498919136,13.285714285714286
0.09420240579689931,0.0653279028671565,13.285714285714286
0.23795510028869415,0.07224298769646209,13.285714285714286
0.3817444339203142,0.07863410841514384,13.285714285714286
0.5255689123403275,0.08452263524444548,13.285714285714286
0.6694268351915689,0.08993288442450975,13.285714285714286
0.8133163060780486,0.09489197568160224,13.285714285714286
0.9572352436808913,0.09942967326233676,13.285714285714286
1.101181393958262,0.10357821146670632,13.285714285714286
1.2451523433577218,0.10737210570257649,13.285714285714286
1.3891455329635853,0.1108479501691706,13.285714285714286
1.5331582734963316,0.11404420335545185,13.285714285714286
1.6771877610761532,0.11700096261073067,13.285714285714286
1.821231093658266,0.11975972910888011,13.285714285714286
1.965285288043626,0.12236316458385343,13.285714285714286
2.109347297365325,0.12485484126242818,13.285714285714286
2.2534140289482014,0.12727898645998037,13.285714285714286
2.3974823624369375,0.12968022333637075,13.285714285714286
2.5415491680864575,0.13210330933153935,13.285714285714286
2.685611325107298,0.13459287381399831,13.285714285714286
2.8296657399585357,0.1371931564800335,13.285714285714286
2.9737093644809756,0.1399477480370186,13.285714285714286
3.117739213764324,0.14289933469086313,13.285714285714286
3.2617523836436275,0.14608944793531053,13.285714285714286
3.4057460677224096,0.14955822110973171,13.285714285714286
3.5497175738227327,0.15334415415238145,13.285714285714286
3.693664339765732,0.15748388792804313,13.285714285714286
3.8375839483901704,0.16201198945287776,13.285714285714286
3.981474141720933,0.1669607492753964,13.285714285714286
4.125332834204446,0.17235999220124976,13.285714285714286
4.269158124933411,0.17823690247128177,13.285714285714286
4.412948308789222,0.18461586441759525,13.285714285714286
4.5567018864367395,0.1915183195316461,13.285714285714286
4.700417573112833,0.19896264078217563,13.285714285714286
4.844094306157188,0.2069640249196839,13.285714285714286
4.987731251241227,0.21553440339871766,13.285714285714286
5.131327807258631,0.22468237244011036,13.285714285714286
5.2748836098488034,0.23441314264312574,13.285714285714286
5.418398533532623,0.24472850844285765,13.285714285714286
5.561872692447945,0.2556268375919173,13.285714285714286
5.705306439680572,0.2671030807280623,13.285714285714286
5.848700365194599,0.27914880097168426,13.285714285714286
5.992055292374258,0.29175222337966655,13.285714285714286
6.1353722731975475,0.30489830396573314,13.285714285714286
6.278652582069929,0.31856881788271196,13.285714285714286
6.421897708354235,0.3327424662498293,13.285714285714286
6.565109347640572,0.3473950009988449,13.285714285714286
6.708289391807403,0.36249936700723184,13.285714285714286
6.851439917932064,0.37802586068526567,13.285714285714286
6.994563176115696,0.393942304087447,13.285714285714286
7.137661576293997,0.4102142335276784,13.285714285714286
7.280737674111067,0.4268051015926052,13.285714285714286
7.423794155939174,0.44367649136899234,13.285714285714286
7.566833823132234,0.4607883416294152,13.285714285714286
7.709859575605314,0.4780991816563116,13.285714285714286
7.852874394836412,0.4955663743279404,13.285714285714286
7.9958813263901245,0.5131463660413689,13.285714285714286
8.138883462065694,0.5307949420075337,13.285714285714286
8.281883921774018,0.5484674854219305,13.285714285714286
8.424885835249892,0.5661192389917642,13.285714285714286
8.56789232370667,0.5837055672865963,13.285714285714286
8.710906481540857,0.601182218374674,13.285714285714286
8.85393135819392,0.6185055832113376,13.285714285714286
8.996969940277587,0.6356329512590582,13.285714285714286
9.140025134067432,0.6525227608407617,13.285714285714286
9.283099748467375,0.6691348427589591,13.285714285714286
9.42619647854492,0.6854306557526788,13.285714285714286
9.569317889733687,0.701373512412037,13.285714285714286
9.712466402795766,0.7169287942262235,13.285714285714286
9.855644279632124,0.7320641545043653,13.285714285714286
9.998853610024184,0.7467497079798293,13.285714285714286
10.142096299384294,0.760958205986565,13.285714285714286
10.285374057586907,0.7746651961806752,13.285714285714286
10.428688388945929,0.7878491658709833,13.285714285714286
10.572040583397,0.8004916681184471,13.285714285714286
10.715431708936363,0.8125774298652708,13.285714285714286
10.85886260536066,0.8240944414599033,13.285714285714286
11.002333879344366,0.8350340270531587,13.285714285714286
11.145845900883684,0.8453908954528264,13.285714285714286
11.289398801127767,0.8551631711386761,13.285714285714286
11.432992471609962,0.8643524052560612,13.285714285714286
11.576626564883611,0.87296356652368,13.285714285714286
11.720300496558654,0.8810050121087918,13.285714285714286
11.864013448727098,0.8884884386406016,13.285714285714286
12.007764374757297,0.8954288136489602,13.285714285714286
12.151552005428918,0.9018442878302577,13.285714285714286
12.295374856372641,0.9077560886547758,13.285714285714286
12.439231236770976,0.9131883959391333,13.285714285714286
12.583119259269209,0.9181682001131721,13.285714285714286
12.727036851038378,0.9227251440120721,13.285714285714286
12.87098176592543,0.9268913491210506,13.285714285714286
13.01495159761933,0.9307012272911332,13.285714285714286
