x,y,velocity,yaw,curvature
7.650000000000002,5.550000000000001,5.0,1.58748302285303,0.10975363220044218
7.634746435307433,5.934416144851,4.7,1.6351906817414001,0.13669318808928035
7.606699509619013,6.256292568841946,4.4,1.6801055858789735,0.13333473572227467
7.571279366276878,6.535960920407394,4.1,1.7104548839853129,0.06935299327295663
7.533906148623161,6.793752847981894,3.8,1.7138911729050548,-0.04890557280489377
7.5,7.050000000000001,3.5,1.6860720045520914,-0.15766701226648971
7.471603621274991,7.319276650320635,3.46,1.6759113283048666,0.07175654190183677
7.437249943417579,7.593127574500189,3.42,1.7253404374996604,0.29209696658207734
7.3820944549226715,7.857340173519427,3.38,1.8408928775676798,0.5831806855463706
7.2912926442851775,8.097701848359112,3.34,2.0405896444593457,0.9890725471765629
7.150000000000002,8.3,3.3,2.336076285354903,1.3598676838292554
6.949639079592608,8.450477253866465,3.3,2.6506825256271838,1.1676050397181457
6.706700716710676,8.5371971331573,3.3,2.9453742435198365,1.134251503938462
6.443942814032441,8.5486783855149,3.3,3.254155987081305,1.215480046891668
6.1841232742361365,8.473439758581668,3.3,3.5957637494251844,1.2780062581303162
5.949999999999999,8.3,3.3,3.9557933143354975,1.140559488575683
5.758240060354582,8.022814334213505,3.64,4.224022158778853,0.5256687067820001
5.60114718973972,7.660083892870615,3.9800000000000004,4.364006392795685,0.22699284930968316
5.464934288947566,7.235946284420973,4.32,4.428484906097201,0.07962416215996544
5.335814258770275,6.774539117314221,4.66,4.443293390290788,-0.012356103592906287
5.199999999999999,6.300000000000001,5.0,4.41736894143799,-0.09325567017237386
5.04540067898906,5.835065409279517,5.4,4.361900372318855,-0.1360077062716639
4.866710524330442,5.396867295360242,5.800000000000001,4.283358899655484,-0.20130183473607588
4.660320030177293,5.001136476801208,6.200000000000001,4.17218517820843,-0.3062987249225501
4.422619690682763,4.66360377216145,6.600000000000001,4.013963584267971,-0.47395626231803667
4.150000000000002,4.400000000000002,7.0,3.791508742268289,-0.7074158326968116
3.8417572236891755,4.220524028668429,6.26,3.5519168685831835,-0.6134163935060533
3.5088107129385144,4.113246925688421,5.519999999999999,3.36386435335562,-0.4572973811827124
3.1649855903432664,4.060707808374199,4.779999999999998,3.2312684372922824,-0.30784128427710394
2.8241069784986785,4.045445794039986,4.039999999999997,3.1488917446915434,-0.1756838160755943
2.5,4.050000000000001,3.3,3.113822016996373,-0.033076792077423395
2.2011704262542433,4.056838476046775,3.3,3.1345002708877914,0.1841722993266797
1.9148466239155033,4.048145001886081,3.3,3.219803227193281,0.3992476195238219
1.6229376084496414,4.006032289702,3.3,3.353773666128164,0.4772974838951385
1.3073523953225195,3.912613051678613,3.3,3.5003365457425173,0.3952250930664885
0.9500000000000011,3.7500000000000018,3.3,3.627957715251888,0.2593650822894934
0.5427610712938521,3.5061220671444757,3.3,3.7289053775806837,0.18678527780187157
0.11740279139947213,3.192173066767259,3.3,3.8262742067025988,0.19016547092261868
-0.28433602414183357,2.8251630328178052,3.3,3.942508096368651,0.24678646880105884
-0.6207165597887594,2.4221019992455686,3.3,4.103285462351401,0.38484319086843227
-0.8499999999999996,2.0000000000000018,3.3,4.349324000055356,0.673604285841803
-0.9414147114296489,1.574673255375329,3.4400000000000004,4.653321497231767,0.6909175965524846
-0.9080577895133906,1.1571627310448893,3.58,4.9230059684423315,0.5803482734042518
-0.7739935118823082,0.7573155790267839,3.7199999999999998,5.13934606376672,0.4472517174075986
-0.563286156167482,0.3849789513391168,3.8600000000000003,5.308417994827651,0.34984346054132853
-0.29999999999999893,0.05000000000000071,4.0,5.4449183812126485,0.29770169151921233
-0.0031022255752517895,-0.2388150886457945,4.200000000000001,5.582998905328434,0.3659015494009623
0.3288283666540947,-0.4768239909468116,4.4,5.74185978764908,0.4042023336963195
0.7023100716710717,-0.6604253489249334,4.600000000000001,5.910039346863267,0.3947220201604496
1.1238611844586979,-0.7860178046020354,4.800000000000001,6.073289575059522,0.3417770095162096
1.6000000000000014,-0.8499999999999979,5.0,6.22002522434563,0.2685991495656161
2.132223613730672,-0.8514129007921518,5.200000000000001,6.331999216166869,0.16544694780414224
2.7019443228970226,-0.7998667672576367,5.4,6.409857023925606,0.11275512789847633
3.285553225198045,-0.7076141833270442,5.600000000000001,6.467320192097501,0.08469383908363462
3.8594414183327093,-0.586907732930968,5.800000000000001,6.512268977965802,0.07031709480288169
4.400000000000002,-0.4499999999999993,6.0,6.5497806152982,0.06573543847776431
4.888207770652588,-0.30713330818558904,5.799999999999999,6.587454819386853,0.08337544739239687
5.32339434175783,-0.16050894002263225,5.6,6.6305666699303085,0.1055672602338371
5.709477027536783,-0.010317917766878864,5.399999999999999,6.679686677175211,0.13290814357659536
6.050373142210489,0.14324873632591592,5.199999999999999,6.73521848906599,0.16549422815597015
6.350000000000001,0.3000000000000007,5.0,6.797232546881591,0.20240259456986434
6.611745303658999,0.46074613353451704,5.0,6.876775710381055,0.32245198406057535
6.836878310071673,0.6303025273481719,5.0,6.987365339141579,0.46561809686171163
7.026138664654849,0.8144858543945708,5.0,7.128415348189705,0.5960673043623659
7.180266012825351,1.019112787627313,5.0,7.291031833038977,0.6558901648734135
7.300000000000001,1.2500000000000018,5.0,7.458144444006782,0.61103689569618
7.387211014711431,1.5129487740475327,5.400000000000002,7.600082487472667,0.4130693627948631
7.448292417955488,1.8136988306299533,5.800000000000001,7.698131756228008,0.23723809799588305
7.490768313843833,2.1579745001886126,6.200000000000003,7.757310112846654,0.11549515714635662
7.522162806488119,2.551500113164847,6.600000000000001,7.786565234412787,0.040916376461377905
