x,y,velocity
0.2575970630465358,0.1201882552568505,4.2
0.724092251600775,-0.0615802709715564,4.591836734693878
1.1976515076960703,-0.268313645778319,4.983673469387755
1.681027306972204,-0.4393104823858684,5.23469387755102
2.1974316878880016,-0.5606464744808278,5.479591836734694
2.744616383073799,-0.6216310764279861,5.814285714285714
3.3249845994647096,-0.6193528488979513,6.1571428571428575
3.909384585728242,-0.5526630813992781,6.114285714285715
4.471231625036381,-0.4181597455737062,6.016326530612245
5.009509552008755,-0.2146905898586533,6.0
5.518537802851618,0.0467218771447132,6.0
5.987439891394406,0.3558536826124132,6.0
6.408447283198468,0.7115381661304337,6.0
6.784182071384662,1.1193519093666673,6.0
7.118761264683731,1.5777428456271363,6.0
7.410694254267518,2.075346009212753,6.0
7.656558052579309,2.5996455897456894,6.0
7.862974630959132,3.152364650604816,6.0
8.050104082881939,3.7473591688216032,6.0
8.22738533521778,4.360185988464537,6.0
8.389310910250638,4.944783776112215,6.0
8.530610062937694,5.488425318495119,5.714285714285714
8.641392365106206,5.995708618628487,5.224489795918368
8.70176399728132,6.466512753875754,4.681632653061225
8.68653207537683,6.890150504026988,4.093877551020408
8.577639744059567,7.259856045432217,3.8
8.323907398332889,7.636381677251214,3.8
7.958844542131535,7.932077615225908,3.7551020408163263
7.513800172098755,8.116629044095578,3.6571428571428566
7.024035148167648,8.163668066381085,3.6816326530612247
6.525306290359278,8.067819403962819,3.8775510204081622
6.039146365162608,7.843022789255331,4.110204081632652
5.5678153899319724,7.513437769084421,4.40408163265306
5.098392809724531,7.102523943548717,4.991836734693878
4.582058207578687,6.60885402763167,6.167346938775513
3.990391780979463,6.042748395709362,7.0
3.4478078857821712,5.5390823696608775,7.0
2.936186587367034,5.082806044916821,7.0
2.467624379940496,4.683660873668898,7.0
2.0557496773398625,4.35271455484069,6.897959183673471
1.6150498169535863,4.020619522122587,6.408163265306123
1.2063438947137877,3.71350912416555,5.812244897959184
0.8126320229147306,3.389355828449508,4.685714285714287
0.4237925426713333,3.015587447510716,3.687755102040817
0.0744085741414197,2.589315543547085,3.5897959183673476
-0.1834786034245559,2.115706972227791,3.5040816326530613
-0.3063546977167206,1.607394155086861,3.553061224489796
-0.2755803294427019,1.0897447756685006,3.6040816326530614
-0.0950438859530077,0.6010108902524839,3.7020408163265306
0.2215325151825239,0.1722073253302755,3.8
